,title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
2272,Plants vs Zombies: Garden Warfare,XOne,Shooter,Electronic Arts,PopCap Games,7.6,0.71,0.39,0.0,0.25,0.06,2014-02-25
2279,Monster Hunter 3 Ultimate,WiiU,Role-Playing,Capcom,Capcom,8.7,0.71,0.24,0.22,0.2,0.04,2013-03-19
2294,Driver: San Francisco,X360,Racing,Ubisoft,Ubisoft Reflections,8.1,0.7,0.25,0.0,0.37,0.07,2011-09-06
2302,Monster Hunter Stories,3DS,Role-Playing,Capcom,Marvelous,8.1,0.7,0.14,0.39,0.15,0.03,2017-09-08
2307,Chocobo's Dungeon 2,PS,Role-Playing,Square EA,SquareSoft,6.2,0.7,0.04,0.58,0.03,0.05,1999-11-30
2315,Ape Escape: On the Loose,PSP,Platform,Sony Computer Entertainment,SIMS,6.6,0.7,0.52,0.12,0.01,0.05,2005-03-22
2319,Ace Attorney Investigations: Miles Edgeworth,DS,Adventure,Capcom,Capcom,7.7,0.7,0.23,0.3,0.14,0.04,2010-02-16
2324,Classic NES Series: Zelda II: The Adventure of Link,GBA,Adventure,Nintendo,Nintendo EAD,6.6,0.7,0.37,0.17,0.14,0.01,2004-10-25
2326,James Bond 007: Blood Stone,PS3,Action,Activision,Bizarre Creations,6.2,0.7,0.18,0.02,0.37,0.12,2010-11-02
2340,The Sly Collection,PS3,Platform,Sony Computer Entertainment,Sanzaru Games,8.7,0.69,0.52,0.01,0.08,0.08,2010-11-09
2343,Mario Party: The Top 100,3DS,Party,Nintendo,"Nd Cube Co., Ltd.",5.0,0.69,0.23,0.24,0.17,0.04,2017-11-10
2346,Fortnite,NS,Shooter,Warner Bros. Interactive Entertainment,Epic Games,8.5,0.69,0.38,0.01,0.24,0.06,2018-11-16
2349,Metal Gear Solid: Portable Ops Plus,PSP,Action,Konami,Kojima Productions,6.9,0.69,0.26,0.26,0.01,0.17,2007-11-13
2359,The Evil Within,XOne,Misc,Bethesda Softworks,Tango Gameworks,7.9,0.69,0.36,0.0,0.27,0.06,2014-10-14
2367,Bushido Blade 2,PS,Fighting,Square EA,Light Weight,7.5,0.68,0.25,0.22,0.17,0.04,1998-02-28
2377,F1 2015,PS4,Racing,Codemasters,Codemasters Birmingham,5.9,0.68,0.1,0.04,0.45,0.1,2015-07-21
2378,.hack//Mutation Part 2,PS2,Role-Playing,Bandai,CyberConnect2,7.5,0.68,0.23,0.2,0.18,0.06,2003-05-07
2382,Rayman Legends,WiiU,Platform,Ubisoft,Ubisoft Montpellier,9.5,0.68,0.25,0.03,0.35,0.05,2013-09-03
2383,Suikoden II,PS,Role-Playing,Konami,Konami,8.5,0.68,0.15,0.38,0.1,0.04,1999-09-29
2391,Test Drive Unlimited 2,X360,Racing,Atari,Eden Studios,6.8,0.68,0.3,0.0,0.32,0.06,2011-02-08
2392,Hot Shots Golf: Open Tee 2,PSP,Sports,Sony Computer Entertainment,Clap Hanz,8.0,0.68,0.21,0.28,0.11,0.08,2008-06-03
2398,Diablo III: Eternal Collection,NS,Action,Blizzard Entertainment,Blizzard Entertainment,9.0,0.67,0.38,0.01,0.22,0.06,2018-11-02
2411,Wild ARMs 2,PS,Role-Playing,Sony Computer Entertainment,Media.Vision,6.5,0.67,0.19,0.31,0.13,0.04,2000-04-30
2425,Spider-Man 3,PS3,Platform,Activision,Treyarch,6.6,0.67,0.26,0.02,0.29,0.11,2007-05-04
2443,Final Fantasy Crystal Chronicles: Ring of Fates,DS,Role-Playing,Square Enix,Square Enix,7.7,0.66,0.22,0.42,0.01,0.02,2008-03-11
2445,Suikoden IV,PS2,Role-Playing,Konami,Konami Computer Entertainment Tokyo,6.3,0.66,0.17,0.3,0.13,0.05,2005-01-11
2461,Shaun White Snowboarding,PS3,Sports,Ubisoft,Ubisoft Montreal,6.0,0.66,0.31,0.01,0.24,0.1,2008-11-16
2464,Fist of the North Star: Ken's Rage,PS3,Action,Tecmo Koei,Tecmo Koei Games,4.8,0.66,0.06,0.55,0.03,0.01,2010-11-02
2465,Castlevania: Lords of Shadow,X360,Action,Konami,Mercury Steam,7.9,0.66,0.42,0.01,0.17,0.05,2010-10-05
2472,2014 FIFA World Cup Brazil,PS3,Sports,EA Sports,EA Canada,7.9,0.66,0.15,0.01,0.4,0.1,2014-04-15
2482,F-Zero GX,GC,Racing,Nintendo,Amusement Vision,8.4,0.65,0.41,0.12,0.11,0.02,2003-08-26
2489,LEGO City Undercover,NS,Platform,Warner Bros. Interactive Entertainment,TT Fusion,8.0,0.65,0.23,0.03,0.33,0.05,2017-04-04
2501,007: Quantum of Solace,Wii,Shooter,Activision,Beenox,5.6,0.65,0.29,0.01,0.28,0.07,2008-11-04
2515,Dead or Alive 5,PS3,Fighting,Tecmo Koei,Team Ninja,7.6,0.65,0.23,0.21,0.15,0.07,2015-02-17
2519,Star Ocean: First Departure,PSP,Role-Playing,Square Enix,TOSE Software,7.5,0.65,0.2,0.22,0.14,0.09,2008-10-21
2525,Sengoku Basara: Samurai Heroes,PS3,Action,Capcom,Capcom,6.1,0.64,0.17,0.4,0.04,0.02,2010-10-12
2528,Dragon Ball: Raging Blast 2,X360,Fighting,Namco Bandai,Spike,6.0,0.64,0.49,0.01,0.09,0.05,2010-11-02
2533,New Play Control! Pikmin,Wii,Strategy,Nintendo,Nintendo EAD,7.7,0.64,0.28,0.19,0.13,0.04,2009-03-09
2538,Lost Planet: Extreme Condition,PS3,Shooter,Capcom,Capcom,6.3,0.64,0.31,0.07,0.17,0.08,2008-02-26
2548,Castlevania,N64,Platform,Konami,KCEK,7.6,0.64,0.44,0.04,0.1,0.05,1999-01-26
2562,Dead Island: Riptide,PS3,Action,Deep Silver,Techland,6.6,0.64,0.26,0.07,0.21,0.1,2013-04-23
2564,LEGO The Incredibles,NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,0.63,0.35,0.01,0.21,0.06,2018-06-15
2569,NieR,PS3,Role-Playing,Square Enix,Cavia Inc.,6.6,0.63,0.17,0.2,0.19,0.07,2010-04-27
2579,Shin Megami Tensei: Persona 3 FES,PS2,Role-Playing,Atlus,Atlus,8.7,0.63,0.22,0.16,0.2,0.05,2008-04-22
2586,Ape Escape 2,PS2,Platform,Ubisoft,SCE Japan Studio,8.0,0.63,0.12,0.38,0.09,0.03,2003-06-30
2597,Test Drive Unlimited 2,PS3,Racing,Atari,Eden Studios,6.9,0.63,0.16,0.01,0.35,0.11,2011-02-08
2604,Tony Hawk's Project 8,PS3,Sports,Activision,Neversoft Entertainment,7.9,0.63,0.3,0.01,0.23,0.1,2006-11-17
2607,White Knight Chronicles II,PS3,Role-Playing,D3 Publisher,Level 5,5.4,0.63,0.23,0.27,0.09,0.04,2011-09-13
2618,Viewtiful Joe,GC,Action,Capcom,Clover Studio,9.4,0.62,0.38,0.12,0.1,0.02,2003-10-07
2623,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,Adventure,Capcom,Capcom,7.9,0.62,0.3,0.25,0.03,0.03,2007-10-23
2624,Donkey Kong Barrel Blast,Wii,Racing,Nintendo,Paon Corporation,4.8,0.62,0.19,0.11,0.26,0.06,2007-10-08
2626,F1 2017,PS4,Racing,Deep Silver,Codemasters,8.0,0.62,0.04,0.02,0.47,0.09,2017-08-25
2637,NBA 2K9,PS3,Sports,2K Sports,Visual Concepts,8.3,0.62,0.56,0.0,0.0,0.05,2008-10-07
2640,Jak and Daxter: The Lost Frontier,PSP,Platform,Sony Computer Entertainment,High Impact Games,7.5,0.62,0.18,0.0,0.28,0.16,2009-11-03
2643,Wet,PS3,Shooter,Bethesda Softworks,Artificial Mind and Movement,6.9,0.62,0.22,0.01,0.27,0.11,2009-09-15
2651,Dragon Ball Z: Ultimate Tenkaichi,PS3,Fighting,Namco Bandai,Spike,5.0,0.62,0.27,0.09,0.18,0.07,2011-10-25
2652,Wild ARMs 3,PS2,Role-Playing,Sony Computer Entertainment,Media.Vision,7.6,0.62,0.16,0.29,0.13,0.04,2002-10-15
2653,World of Final Fantasy,PS4,Role-Playing,Square Enix,Square Enix,6.7,0.62,0.24,0.09,0.21,0.09,2016-10-25
2662,Prince of Persia: The Forgotten Sands,X360,Action,Ubisoft,Ubisoft Montreal,7.5,0.62,0.3,0.0,0.26,0.06,2010-05-18
2667,Samurai Warriors 2,PS2,Action,KOEI,Omega Force,5.6,0.61,0.02,0.57,0.02,0.01,2006-09-19
2671,New Play Control! Pikmin 2,Wii,Strategy,Nintendo,Nintendo EAD,8.7,0.61,0.11,0.34,0.13,0.02,2012-06-10
2675,Vanquish,PS3,Shooter,Sega,PlatinumGames,8.5,0.61,0.21,0.11,0.22,0.08,2010-10-19
2703,Sacred 2: Fallen Angel,PS3,Role-Playing,CDV Software Entertainment,Ascaron Entertainment,7.1,0.61,0.22,0.08,0.23,0.09,2009-05-11
2704,Final Fantasy IV Advance,GBA,Role-Playing,Square Enix,Square Enix,8.6,0.61,0.27,0.22,0.1,0.01,2005-12-12
2735,PGR3 - Project Gotham Racing 3,X360,Racing,Microsoft Game Studios,Bizarre Creations,8.8,0.6,0.49,0.03,0.03,0.05,2005-11-16
2738,Suikoden,PS,Role-Playing,Konami,Konami,8.2,0.6,0.21,0.21,0.14,0.04,1996-12-01
2744,Wave Race: Blue Storm,GC,Racing,Nintendo,Nintendo Software Technology Corporation,8.4,0.6,0.4,0.09,0.1,0.02,2001-11-17
2752,Call of Juarez: Bound in Blood,X360,Shooter,Ubisoft,Techland,7.6,0.6,0.3,0.0,0.24,0.06,2009-06-30
2768,Final Fantasy Explorers,3DS,Role-Playing,Square Enix,Square Enix,7.3,0.59,0.17,0.29,0.1,0.03,2016-01-26
2778,Blur,X360,Racing,Activision,Bizarre Creations,8.3,0.59,0.25,0.0,0.27,0.06,2010-05-25
2790,WarioWare D.I.Y.,DS,Misc,Nintendo,Intelligent Systems,8.3,0.59,0.17,0.2,0.18,0.04,2010-03-28
2792,Harvest Moon: Friends of Mineral Town,GBA,Simulation,Natsume,TOSE Software,7.6,0.59,0.34,0.11,0.13,0.01,2003-11-17
2793,Alice: Madness Returns,PS3,Adventure,Electronic Arts,Spicy Horse,6.7,0.59,0.22,0.04,0.24,0.08,2011-06-14
2794,Silent Hill: Shattered Memories,PS2,Adventure,Konami,Climax Group,8.0,0.59,0.13,0.01,0.22,0.23,2010-01-19
2797,Metal Gear Solid V: Ground Zeroes,PS3,Action-Adventure,Konami Digital Entertainment,Kojima Productions,8.5,0.59,0.13,0.28,0.13,0.05,2014-03-18
2799,Kane & Lynch 2: Dog Days,PS3,Shooter,Square Enix,IO Interactive,6.3,0.59,0.17,0.05,0.28,0.1,2010-08-17
2803,Dead or Alive Xtreme Beach Volleyball,XB,Sports,Tecmo,Team Ninja,6.6,0.59,0.36,0.14,0.08,0.02,2003-01-22
2804,Madden NFL 06,X360,Sports,EA Sports,EA Tiburon,7.7,0.59,0.54,0.01,0.0,0.03,2005-11-16
2809,2002 FIFA World Cup,PS2,Sports,EA Sports,EA Canada,7.9,0.59,0.21,0.16,0.17,0.06,2002-04-22
2815,Disney Magic World 2,3DS,Simulation,Nintendo,High Horse Entertainment,7.5,0.58,0.07,0.23,0.25,0.02,2016-10-14
2820,Call of Duty: Modern Warfare Remastered,PS4,Shooter,Activision,Infinity Ward,7.9,0.58,0.17,0.03,0.3,0.09,2017-06-27
2826,F1 2013,PS3,Racing,Codemasters,Codemasters Birmingham,7.7,0.58,0.01,0.03,0.47,0.08,2013-10-08
2839,LEGO Worlds,NS,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,5.0,0.58,0.21,0.0,0.33,0.04,2017-09-05
2843,Disgaea 4: A Promise Unforgotten,PS3,Role-Playing,NIS America,Nippon Ichi Software,7.9,0.58,0.27,0.14,0.11,0.06,2011-09-06
2844,Diablo,PS,Role-Playing,Electronic Arts,Climax Group,8.3,0.58,0.29,0.07,0.19,0.04,1998-01-01
2846,Final Fantasy: The 4 Heroes of Light,DS,Role-Playing,Square Enix,Matrix Software,7.2,0.58,0.22,0.23,0.1,0.03,2010-10-05
2847,Kirby and the Rainbow Curse,WiiU,Platform,Nintendo,HAL Laboratory,8.2,0.58,0.26,0.13,0.14,0.04,2015-02-20
2859,Tom Clancy's HAWX,X360,Action,Ubisoft,Ubisoft Romania,6.9,0.58,0.31,0.02,0.19,0.06,2009-03-03
2868,International Superstar Soccer '98,N64,Sports,Konami,Konami Computer Entertainment Osaka,9.1,0.58,0.06,0.19,0.3,0.03,1998-09-15
2895,Beyond The Beyond,PS,Role-Playing,Sony Computer Entertainment,Camelot Software Planning,4.8,0.57,0.11,0.35,0.08,0.04,1996-08-31
2914,Resident Evil Outbreak File #2,PS2,Action,Capcom,Capcom Production Studio 1,5.8,0.57,0.19,0.17,0.15,0.05,2005-04-26
2917,BlazBlue: Calamity Trigger,PS3,Fighting,Aksys Games,Arc System Works,8.5,0.57,0.36,0.06,0.1,0.06,2009-06-30
2918,Ultra Street Fighter II: The Final Challengers,NS,Fighting,Capcom,Capcom,7.0,0.57,0.22,0.09,0.22,0.04,2017-05-26
2920,Top Spin 3,PS3,Sports,2K Sports,Pam Development,7.8,0.57,0.08,0.0,0.37,0.12,2008-06-23
2923,Harvest Moon: The Tale of Two Towns,DS,Simulation,Natsume,Marvelous Interactive,6.3,0.57,0.27,0.22,0.06,0.03,2011-09-20
2924,Harvest Moon: Sunshine Islands,DS,Simulation,Natsume,Marvelous Interactive,9.0,0.57,0.35,0.17,0.03,0.03,2009-11-10
2933,Xenoblade Chronicles,3DS,Role-Playing,Nintendo,Monolith Soft,8.6,0.56,0.24,0.13,0.15,0.04,2015-04-10
2946,Final Fantasy IV: The Complete Collection,PSP,Role-Playing,Square Enix,Matrix Software,8.0,0.56,0.13,0.27,0.09,0.06,2011-04-19
2953,Everybody's Golf,PS4,Sports,Sony Interactive Entertainment,Clap Hanz,8.1,0.56,0.12,0.17,0.22,0.06,2017-08-29
2954,Tetris Party Deluxe,Wii,Puzzle,Majesco,"Tetris Online, Inc",7.3,0.56,0.33,0.02,0.16,0.05,2010-06-01
2967,Tom Clancy's HAWX,PS3,Action,Ubisoft,Ubisoft Romania,7.5,0.56,0.21,0.05,0.22,0.09,2009-03-03
2969,Enslaved: Odyssey to the West,PS3,Action,Namco Bandai,Ninja Theory,7.9,0.56,0.24,0.01,0.23,0.08,2010-10-05
2970,No More Heroes,Wii,Action,Ubisoft,Grasshopper Manufacture,8.2,0.56,0.29,0.04,0.17,0.05,2008-01-22
2977,Resident Evil 2,N64,Action,Capcom,Angel Studios,9.0,0.56,0.39,0.07,0.09,0.01,1999-10-31
2991,Metroid: Samus Returns,3DS,Action-Adventure,Nintendo,Mercury Steam,9.1,0.56,0.3,0.07,0.15,0.05,2017-09-15
2995,Breath of Fire IV,PS,Role-Playing,Capcom,Capcom,8.4,0.56,0.11,0.34,0.08,0.04,2000-11-28
2996,Odin Sphere,PS2,Role-Playing,Atlus,Vanillaware,8.0,0.56,0.23,0.09,0.18,0.06,2007-05-22
3018,Metal Gear Solid 3: Subsistence,PS2,Action,Konami,Kojima Productions,9.4,0.55,0.34,0.15,0.01,0.06,2006-03-14
3022,Poochy & Yoshi's Woolly World,3DS,Platform,Nintendo,Good-Feel,7.5,0.55,0.2,0.17,0.16,0.03,2017-02-03
3026,Donkey Kong Jungle Climber,DS,Platform,Nintendo,Paon Corporation,7.8,0.55,0.25,0.24,0.03,0.03,2007-09-10
3032,Project CARS 2,PS4,Racing,Namco Bandai Games,Slightly Mad Studios,8.5,0.55,0.1,0.02,0.35,0.08,2017-09-22
3049,Lunar: Silver Star Story Complete,PS,Role-Playing,Working Designs,Game Arts,7.6,0.55,0.27,0.06,0.18,0.04,1999-05-28
3062,Disgaea 3: Absence of Justice,PS3,Role-Playing,NIS America,Nippon Ichi Software,7.8,0.55,0.36,0.11,0.03,0.05,2008-08-26
3067,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Fighting,Capcom,Eighting,8.3,0.54,0.3,0.03,0.16,0.05,2010-01-26
3069,Dragon Ball Z: Ultimate Tenkaichi,X360,Fighting,Namco Bandai,Spike,6.0,0.54,0.39,0.01,0.1,0.05,2011-10-25
3072,Tactics Ogre: Let Us Cling Together,PSP,Role-Playing,Square Enix,Square Enix,9.0,0.54,0.15,0.27,0.07,0.05,2011-02-15
3074,METRO 2033,X360,Shooter,THQ,4a-games,7.4,0.54,0.22,0.03,0.23,0.05,2010-03-16
3075,Time Crisis: Razing Storm,PS3,Shooter,Namco Bandai,Nex Entertainment,5.8,0.54,0.18,0.07,0.21,0.08,2010-10-19
3077,Sacred 2: Fallen Angel,X360,Role-Playing,CDV Software Entertainment,Ascaron Entertainment,7.0,0.54,0.29,0.04,0.16,0.05,2009-05-11
3078,Dragon Ball: Fusions,3DS,Role-Playing,Namco Bandai Games,Ganbarion,6.3,0.54,0.17,0.24,0.09,0.03,2016-11-22
3082,Mario Tennis Ultra Smash,WiiU,Sports,Nintendo,Camelot Software Planning,6.1,0.54,0.16,0.15,0.2,0.03,2015-11-20
3089,NBA Live 10,PS3,Sports,EA Sports,EA Canada,7.9,0.54,0.46,0.01,0.03,0.05,2009-10-06
3099,Hotel Dusk: Room 215,DS,Adventure,Nintendo,Cing,8.0,0.54,0.26,0.22,0.04,0.03,2007-01-22
3101,Bulletstorm,PS3,Shooter,Electronic Arts,People Can Fly,8.4,0.54,0.24,0.01,0.2,0.09,2011-02-22
3106,Dynasty Warriors: Gundam 3,PS3,Action,Tecmo Koei,Omega Force,6.5,0.54,0.11,0.36,0.05,0.02,2011-06-28
3108,Enslaved: Odyssey to the West,X360,Action,Namco Bandai,Ninja Theory,8.0,0.54,0.3,0.0,0.19,0.05,2010-10-05
3110,ModNation Racers,PSP,Racing,Sony Computer Entertainment,SCE San Diego Studio,7.7,0.54,0.11,0.02,0.27,0.14,2010-05-25
3121,Bust A Groove,PS,Misc,989 Studios,Metro,7.7,0.54,0.09,0.35,0.06,0.04,1998-10-31
3129,Valkyria Chronicles II,PSP,Role-Playing,Sega,Sega WOW Overworks,8.1,0.54,0.12,0.18,0.16,0.09,2010-08-31
3130,Two Worlds II,X360,Role-Playing,SouthPeak Interactive,Reality Pump,6.5,0.54,0.4,0.03,0.07,0.04,2011-01-25
3132,Fire Emblem: Path of Radiance,GC,Role-Playing,Nintendo,Intelligent Systems,8.6,0.54,0.29,0.16,0.08,0.01,2005-10-17
3136,Terminator Salvation,PS3,Shooter,Warner Bros. Interactive,GRIN,5.0,0.53,0.13,0.01,0.29,0.1,2009-05-19
3137,Star Fox Command,DS,Shooter,Nintendo,Nintendo EAD / Q-Games,7.2,0.53,0.38,0.1,0.01,0.04,2006-08-28
3146,Excite Truck,Wii,Racing,Nintendo,Monster Games Inc.,7.0,0.53,0.39,0.08,0.03,0.04,2006-11-19
3151,Sonic & Sega All-Stars Racing Transformed,WiiU,Racing,Sega,Sumo Digital,6.9,0.53,0.19,0.02,0.28,0.04,2012-11-18
3152,F1 2018,PS4,Racing,Codemasters,Codemasters Birmingham,8.9,0.53,0.05,0.01,0.39,0.08,2018-08-24
3167,Clock Tower,PS,Adventure,ASCII Entertainment,Human Entertainment,6.1,0.53,0.07,0.38,0.05,0.03,1997-09-30
3169,Phoenix Wright: Ace Attorney - Justice for All,DS,Adventure,Capcom,Capcom,7.6,0.53,0.21,0.26,0.04,0.03,2007-01-16
3185,Rune Factory: A Fantasy Harvest Moon,DS,Role-Playing,Natsume,Neverland Company,8.1,0.53,0.35,0.14,0.01,0.03,2007-08-14
3196,F.E.A.R. 2: Project Origin,X360,Shooter,Warner Bros. Interactive,Monolith Productions,7.9,0.52,0.32,0.0,0.15,0.05,2009-02-10
3204,The 3rd Birthday,PSP,Role-Playing,Square Enix,HexaDrive,7.0,0.52,0.13,0.27,0.07,0.05,2011-03-29
3205,Metal Gear Solid 2: Substance,PS2,Action,Konami,Konami Computer Entertainment Japan,8.5,0.52,0.18,0.16,0.14,0.05,2003-03-03
3238,Silent Hill: Origins,PSP,Action,Konami,Climax Group,7.8,0.52,0.22,0.04,0.16,0.1,2007-11-06
3243,GT Pro Series,Wii,Racing,Ubisoft,MTO,3.7,0.52,0.46,0.02,0.01,0.04,2006-11-14
3248,Way of the Samurai 3,PS3,Action,Agetec,Acquire,6.5,0.52,0.18,0.22,0.08,0.04,2009-10-13
3250,Mystery Dungeon: Shiren the Wanderer,DS,Role-Playing,Sega,ChunSoft,7.1,0.52,0.17,0.33,0.0,0.02,2008-03-04
3255,Rune Factory 2: A Fantasy Harvest Moon,DS,Role-Playing,Natsume,Neverland Company,7.9,0.52,0.32,0.15,0.03,0.03,2008-11-18
3274,Lair,PS3,Action,Sony Computer Entertainment,Factor 5,5.5,0.51,0.36,0.08,0.04,0.04,2007-08-30
3275,Dynasty Warriors,PSP,Action,Tecmo Koei,Omega Force,6.6,0.51,0.18,0.3,0.0,0.02,2005-03-17
3287,Pro Evolution Soccer 2010,Wii,Sports,Konami,Konami,8.1,0.51,0.12,0.06,0.27,0.05,2009-11-10
3297,Fire Emblem Warriors,NS,Action,Nintendo,Omega Force,7.3,0.51,0.22,0.1,0.14,0.04,2017-10-20
3306,Dragon Ball: Raging Blast,X360,Fighting,Namco Bandai,Spike,5.8,0.51,0.36,0.02,0.08,0.04,2009-11-10
3308,SoulCalibur: Broken Destiny,PSP,Fighting,Namco Bandai,Project Soul,8.0,0.51,0.12,0.07,0.2,0.12,2009-09-01
3310,Bleach: Soul Resurreccion,PS3,Fighting,NIS America,Eighting,6.7,0.51,0.27,0.07,0.11,0.06,2011-08-03
3322,Wet,X360,Shooter,Bethesda Softworks,Artificial Mind and Movement,6.9,0.5,0.23,0.01,0.21,0.05,2009-09-15
3327,Steel Diver,3DS,Action,Nintendo,Nintendo EAD,5.6,0.5,0.31,0.05,0.1,0.04,2011-03-27
3338,Pokémon Art Academy,3DS,Misc,Nintendo,Headstrong Games,7.8,0.5,0.18,0.17,0.12,0.03,2014-10-24
3342,Tactics Ogre: The Knight of Lodis,GBA,Role-Playing,Atlus,Quest Corporation,8.5,0.5,0.13,0.31,0.05,0.01,2002-05-11
3351,Picross DS,DS,Puzzle,Nintendo,Jupiter Multimedia,8.4,0.5,0.17,0.3,0.02,0.02,2007-07-30
3352,Picross 3D,DS,Puzzle,Nintendo,HAL Laboratory,8.7,0.5,0.28,0.16,0.03,0.03,2010-05-03
3366,Alice: Madness Returns,X360,Adventure,Electronic Arts,Spicy Horse,6.9,0.5,0.27,0.04,0.15,0.04,2011-06-14
3370,Epic Mickey: Power of Illusion,3DS,Platform,Disney Interactive Studios,DreamRift,6.6,0.5,0.36,0.04,0.05,0.04,2012-11-18
3376,Hometown Story,3DS,Simulation,Natsume,Toy Box,5.5,0.5,0.29,0.04,0.13,0.04,2013-10-22
3377,Dead or Alive Ultimate,XB,Fighting,Tecmo,Team Ninja,8.1,0.5,0.3,0.08,0.1,0.02,2004-10-26
3387,R.U.S.E.,PS3,Strategy,Ubisoft,Eugen Systems,8.0,0.5,0.18,0.02,0.22,0.08,2010-09-07
3389,Super Monkey Ball 3D,3DS,Action,Sega,Sega,5.7,0.5,0.26,0.05,0.15,0.04,2011-03-27
3390,Spider-Man 2,DS,Action,Activision,Vicarious Visions,6.1,0.5,0.41,0.03,0.02,0.04,2004-11-16
3399,Fire Emblem: Radiant Dawn,Wii,Strategy,Nintendo,Intelligent Systems,7.7,0.49,0.27,0.17,0.03,0.03,2007-11-05
3402,Kane & Lynch 2: Dog Days,X360,Shooter,Square Enix,IO Interactive,6.4,0.49,0.2,0.01,0.23,0.05,2010-08-17
3408,Ace Combat: Assault Horizon,X360,Action,Namco Bandai,Project ACES,7.0,0.49,0.3,0.03,0.12,0.04,2011-10-11
3410,Dynasty Warriors: Gundam 2,PS3,Action,Namco Bandai,Omega Force,5.9,0.49,0.09,0.32,0.07,0.03,2009-04-21
3412,Dragon Ball Z: Burst Limit,X360,Fighting,Atari,Dimps Corporation,7.3,0.49,0.24,0.03,0.18,0.05,2008-06-10
3417,Animal Crossing: Amiibo Festival,WiiU,Party,Nintendo,"Nd Cube Co., Ltd.",4.8,0.49,0.23,0.1,0.12,0.04,2015-11-13
3423,Asphalt 3D,3DS,Racing,Ubisoft,Konami,4.0,0.49,0.27,0.02,0.16,0.04,2011-03-22
3427,Crazy Taxi,GC,Racing,Acclaim Entertainment,Hitmaker,7.2,0.49,0.36,0.02,0.09,0.01,2001-11-17
3429,DiRT 4,PS4,Racing,Deep Silver,Codemasters,8.6,0.49,0.1,0.02,0.3,0.07,2017-06-06
3437,Alone in the Dark,X360,Adventure,Atari,Eden Studios,6.3,0.49,0.14,0.0,0.3,0.05,2008-06-23
3442,Story of Seasons: Trio of Towns,3DS,Simulation,Marvelous Interactive,Marvelous Entertainment,7.9,0.49,0.19,0.22,0.06,0.03,2017-02-28
3444,Mario Golf: World Tour,3DS,Sports,Nintendo,Camelot Software Planning,8.1,0.49,0.14,0.18,0.15,0.03,2014-05-02
3449,Tony Hawk's Project 8,X360,Sports,Activision,Neversoft Entertainment,8.4,0.49,0.44,0.0,0.02,0.04,2006-11-07
3453,Resident Evil: The Mercenaries 3D,3DS,Shooter,Capcom,Capcom,6.3,0.49,0.16,0.13,0.17,0.03,2011-06-28
3461,Dark Sector,X360,Shooter,D3 Publisher,Digital Extremes,7.1,0.48,0.22,0.01,0.2,0.05,2008-03-25
3467,Children of Mana,DS,Role-Playing,Nintendo,Next Entertainment,7.0,0.48,0.16,0.29,0.01,0.01,2006-11-01
3475,Harvest Moon 64,N64,Simulation,Natsume,Toy Box Studios,7.8,0.48,0.25,0.11,0.06,0.06,1999-11-30
3490,Sonic Lost World,3DS,Platform,Sega,Dimps Corporation,5.2,0.48,0.22,0.07,0.15,0.04,2013-10-29
3500,Crazy Taxi: Fare Wars,PSP,Racing,Sega,Sniper Studios,6.3,0.48,0.1,0.02,0.23,0.13,2007-08-07
3504,Atelier Rorona: Alchemist of Arland,PS3,Role-Playing,NIS America,Gust,6.4,0.48,0.22,0.11,0.1,0.05,2014-06-24
3524,Unreal Tournament III,X360,Shooter,Midway Games,Epic Games,7.8,0.47,0.25,0.01,0.17,0.05,2008-07-07
3525,Silent Hill: Shattered Memories,Wii,Adventure,Konami,Climax Group,7.3,0.47,0.22,0.01,0.19,0.05,2009-12-08
3528,Dark Sector,PS3,Shooter,D3 Publisher,Digital Extremes,7.2,0.47,0.23,0.01,0.16,0.07,2008-03-25
3529,F.E.A.R. 2: Project Origin,PS3,Shooter,Warner Bros. Interactive,Monolith Productions,8.2,0.47,0.19,0.01,0.2,0.08,2009-02-10
3533,Dead Space Extraction,Wii,Shooter,Electronic Arts,Visceral Games,8.2,0.47,0.32,0.01,0.1,0.04,2009-09-28
3543,Final Fantasy Crystal Chronicles: Echoes of Time,DS,Role-Playing,Square Enix,Square Enix,7.7,0.47,0.12,0.27,0.06,0.02,2009-03-24
3547,Sonic Mania,NS,Platform,Sega,PagodaWest Games,8.8,0.47,0.23,0.01,0.18,0.04,2017-08-15
3551,Two Worlds II,PS3,Role-Playing,SouthPeak Interactive,Reality Pump,6.5,0.47,0.26,0.06,0.1,0.04,2011-01-25
3553,Dynasty Warriors Gundam,PS3,Action,Namco Bandai,Omega Force,6.4,0.47,0.14,0.31,0.01,0.02,2007-08-28
3562,Knack 2,PS4,Platform,Sony Interactive Entertainment,SIE Japan Studio,6.7,0.47,0.14,0.01,0.25,0.07,2017-09-05
3565,James Bond 007: Blood Stone,X360,Action,Activision,Bizarre Creations,6.2,0.47,0.2,0.0,0.23,0.05,2010-11-02
3569,2010 FIFA World Cup South Africa,PSP,Sports,EA Sports,EA Canada,6.8,0.47,0.09,0.03,0.23,0.12,2010-04-27
